id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
156,18000.0,5,11.47,395.6,B,B5,32.0,10+ years,1,47000.0,2,2016-02-01,1,0,514.0,13,9.01,2.0,665.0,669.0,6.0,0.0,0.0,11700.0,37.0,11.0,1,0,May-2004,0.0,1.0,0.0,5.0,6.0,6.0,6.0,7.0,3.0,6.0,8.0,4.0,6.0,,0.0,0.0,1.0
157,6500.0,3,8.67,205.71,B,B1,174842.0,8 years,1,34000.0,0,2014-11-01,0,4,155.0,0,11.93,0.0,675.0,679.0,10.0,0.0,0.0,6694.0,57.7,12.0,1,0,Jan-2006,4.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,7.0,2.0,10.0,0.0,0.0,0.0,1.0
158,7750.0,3,13.68,263.68,C,C1,281045.0,4 years,0,62000.0,2,2013-08-01,0,0,451.0,36,15.85,0.0,660.0,664.0,13.0,0.0,0.0,19697.0,90.4,22.0,1,0,Jul-2005,104.0,1.0,2.0,4.0,5.0,5.0,5.0,10.0,5.0,8.0,16.0,5.0,13.0,0.0,0.0,0.0,0.0
159,35000.0,5,12.99,796.18,C,C2,405.0,< 1 year,0,200000.0,2,2016-02-01,1,4,473.0,8,23.42,0.0,700.0,704.0,22.0,0.0,0.0,86264.0,84.0,35.0,0,0,Feb-1982,4.0,1.0,0.0,11.0,17.0,17.0,17.0,17.0,4.0,17.0,24.0,14.0,21.0,,0.0,0.0,1.0
160,13000.0,5,12.99,295.73,C,C1,200039.0,4 years,0,98000.0,0,2014-05-01,0,0,690.0,2,13.7,0.0,670.0,674.0,11.0,0.0,0.0,7929.0,74.8,21.0,0,0,Oct-1986,0.0,1.0,3.0,3.0,5.0,5.0,4.0,10.0,6.0,8.0,14.0,5.0,11.0,0.0,0.0,0.0,2.0
161,12000.0,5,18.25,306.36,F,F1,233454.0,5 years,0,105000.0,1,2011-03-01,0,1,643.0,45,7.47,0.0,695.0,699.0,11.0,0.0,0.0,3911.0,26.8,22.0,1,0,Dec-2002,9378.0,1.0,,,,,,,,,,,,,,,
162,4450.0,3,17.14,158.97,D,D4,32.0,10+ years,1,48000.0,2,2015-02-01,0,0,209.0,21,5.51,0.0,665.0,669.0,14.0,1.0,1.0,2846.0,14.6,32.0,1,0,Mar-2003,0.0,1.0,0.0,4.0,9.0,9.0,4.0,16.0,1.0,14.0,29.0,9.0,14.0,0.0,0.0,0.0,4.0
163,9000.0,3,9.99,290.37,B,B3,3632.0,4 years,1,52000.0,1,2015-07-01,0,0,33.0,22,23.45,1.0,670.0,674.0,13.0,0.0,0.0,8773.0,68.0,19.0,0,0,Dec-2004,0.0,1.0,0.0,3.0,4.0,4.0,3.0,3.0,12.0,6.0,7.0,4.0,13.0,0.0,0.0,0.0,1.0
164,8000.0,3,9.49,256.23,B,B2,38.0,10+ years,2,56000.0,1,2014-11-01,0,2,337.0,14,7.14,0.0,755.0,759.0,5.0,0.0,0.0,16934.0,49.5,11.0,1,0,Mar-1993,5.0,1.0,0.0,3.0,3.0,3.0,3.0,8.0,3.0,3.0,8.0,3.0,5.0,0.0,0.0,0.0,3.0
165,8000.0,3,15.61,279.72,D,D1,62752.0,1 year,1,45000.0,0,2015-07-01,0,0,209.0,21,22.69,1.0,660.0,664.0,15.0,0.0,0.0,10368.0,87.0,16.0,0,0,Nov-1998,0.0,1.0,0.0,6.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,15.0,,0.0,1.0,1.0
166,12000.0,3,7.89,375.43,A,A5,73463.0,7 years,1,52000.0,0,2015-06-01,0,0,271.0,35,9.76,0.0,775.0,779.0,5.0,0.0,0.0,4938.0,24.9,14.0,0,0,Jun-2004,0.0,1.0,0.0,1.0,2.0,2.0,1.0,8.0,3.0,4.0,11.0,2.0,5.0,0.0,0.0,0.0,0.0
167,35000.0,5,17.57,880.61,D,D4,427.0,10+ years,0,150000.0,1,2015-09-01,1,0,599.0,13,15.31,1.0,675.0,679.0,42.0,0.0,0.0,44777.0,62.7,52.0,1,0,Jan-1998,0.0,1.0,0.0,16.0,30.0,30.0,16.0,20.0,4.0,40.0,47.0,30.0,42.0,0.0,0.0,0.0,2.0
168,25000.0,3,5.32,752.87,A,A1,2861.0,6 years,0,238000.0,1,2015-12-01,0,0,31.0,2,7.07,2.0,710.0,714.0,16.0,1.0,0.0,209338.0,54.3,38.0,0,0,May-1975,0.0,1.0,0.0,4.0,6.0,6.0,7.0,17.0,7.0,14.0,28.0,6.0,16.0,0.0,0.0,0.0,0.0
169,10000.0,3,11.49,329.72,B,B5,429.0,10+ years,0,52000.0,1,2016-11-01,0,2,237.0,32,3.46,0.0,715.0,719.0,10.0,0.0,0.0,5974.0,16.6,19.0,0,0,May-1998,5.0,1.0,1.0,0.0,1.0,1.0,3.0,8.0,4.0,9.0,14.0,1.0,10.0,0.0,0.0,0.0,2.0
170,10000.0,3,9.67,321.13,B,B1,176.0,10+ years,1,42000.0,1,2013-11-01,1,0,36.0,13,21.89,0.0,735.0,739.0,10.0,2.0,1.0,12671.0,29.8,16.0,0,0,Aug-1996,1692.0,1.0,0.0,5.0,6.0,6.0,6.0,9.0,3.0,8.0,12.0,6.0,10.0,0.0,0.0,0.0,1.0
171,17275.0,3,18.2,626.27,E,E1,8534.0,1 year,1,41184.0,1,2015-12-01,1,4,200.0,22,26.33,0.0,670.0,674.0,18.0,0.0,0.0,22932.0,72.1,31.0,1,0,Jan-2005,4.0,1.0,0.0,9.0,16.0,16.0,9.0,12.0,8.0,17.0,22.0,16.0,18.0,0.0,0.0,0.0,3.0
172,5500.0,3,11.99,182.66,B,B3,213772.0,5 years,0,45000.0,0,2014-01-01,0,0,160.0,4,29.47,0.0,675.0,679.0,18.0,0.0,0.0,18537.0,46.0,26.0,0,0,Jun-2002,0.0,1.0,0.0,4.0,9.0,9.0,6.0,8.0,6.0,15.0,20.0,9.0,18.0,0.0,0.0,0.0,2.0
173,10000.0,3,11.67,330.57,B,B4,11200.0,9 years,0,55000.0,1,2014-11-01,0,0,134.0,8,23.22,1.0,685.0,689.0,14.0,0.0,0.0,6764.0,43.4,24.0,0,0,Jun-2006,0.0,1.0,2.0,5.0,8.0,8.0,5.0,7.0,7.0,12.0,16.0,8.0,14.0,0.0,0.0,0.0,0.0
174,9000.0,5,17.14,224.36,E,E3,234720.0,10+ years,1,60000.0,2,2011-01-01,1,0,418.0,45,20.16,0.0,685.0,689.0,19.0,1.0,1.0,8662.0,46.3,43.0,1,0,Oct-1990,10258.0,1.0,,,,,,,,,,,,,,,
175,5000.0,3,11.99,166.05,C,C1,54.0,,0,90000.0,1,2016-02-01,0,4,519.0,9,11.51,0.0,740.0,744.0,6.0,0.0,0.0,15831.0,85.6,17.0,0,0,Jul-1994,4.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,5.0,4.0,8.0,3.0,6.0,0.0,0.0,0.0,1.0
176,10000.0,3,8.39,315.17,B,B1,67.0,4 years,2,35000.0,0,2016-02-01,0,4,677.0,13,27.71,1.0,670.0,674.0,20.0,0.0,0.0,12007.0,65.0,22.0,1,0,Feb-2010,4.0,1.0,0.0,4.0,7.0,7.0,4.0,4.0,13.0,7.0,9.0,6.0,19.0,,0.0,1.0,4.0
177,19150.0,5,16.55,471.31,D,D2,14913.0,10+ years,0,55000.0,2,2015-11-01,0,0,523.0,13,33.22,0.0,685.0,689.0,15.0,0.0,0.0,31117.0,72.7,30.0,0,0,Apr-1996,0.0,1.0,0.0,8.0,9.0,9.0,11.0,16.0,9.0,13.0,21.0,9.0,15.0,0.0,0.0,0.0,1.0
178,10000.0,3,12.74,335.69,C,C1,62.0,< 1 year,1,120000.0,1,2016-12-01,0,9,120.0,21,5.21,1.0,705.0,709.0,7.0,0.0,0.0,9322.0,39.2,15.0,1,0,Oct-2012,10.0,1.0,0.0,2.0,4.0,4.0,2.0,6.0,3.0,6.0,12.0,4.0,7.0,0.0,0.0,0.0,1.0
179,15000.0,3,14.49,516.25,C,C4,4972.0,10+ years,1,65000.0,0,2014-10-01,0,0,9.0,7,17.28,0.0,660.0,664.0,16.0,0.0,0.0,16578.0,92.6,37.0,1,0,Aug-2005,0.0,1.0,0.0,7.0,11.0,11.0,10.0,16.0,15.0,14.0,22.0,11.0,16.0,0.0,0.0,0.0,4.0
180,15875.0,5,20.99,429.39,E,E4,12362.0,9 years,1,55000.0,1,2014-12-01,0,0,25.0,13,32.67,0.0,695.0,699.0,9.0,0.0,0.0,18167.0,57.5,20.0,0,0,Jan-2000,0.0,1.0,0.0,5.0,7.0,7.0,5.0,10.0,6.0,7.0,14.0,7.0,9.0,0.0,0.0,0.0,1.0
181,19425.0,3,14.65,670.05,C,C5,1.0,4 years,1,120000.0,0,2015-08-01,0,0,24.0,17,12.46,0.0,670.0,674.0,18.0,0.0,0.0,8427.0,69.6,31.0,1,0,Nov-2005,0.0,1.0,8.0,4.0,5.0,5.0,6.0,9.0,19.0,7.0,11.0,5.0,18.0,0.0,0.0,0.0,0.0
182,10000.0,3,8.9,317.54,A,A5,787.0,2 years,1,44097.0,0,2014-01-01,0,4,431.0,20,20.55,0.0,690.0,694.0,17.0,0.0,0.0,13979.0,52.2,29.0,1,0,Oct-2004,4.0,1.0,0.0,4.0,6.0,6.0,7.0,12.0,12.0,9.0,17.0,6.0,17.0,0.0,0.0,0.0,2.0
183,15000.0,3,5.32,451.73,A,A1,20724.0,1 year,1,45000.0,0,2015-11-01,0,4,107.0,30,24.72,0.0,710.0,714.0,10.0,0.0,0.0,13164.0,77.9,25.0,0,0,Jun-2006,4.0,1.0,0.0,4.0,4.0,4.0,4.0,5.0,16.0,5.0,9.0,4.0,10.0,0.0,0.0,0.0,1.0
184,23450.0,5,22.74,657.57,E,E1,9561.0,5 years,0,102000.0,2,2016-12-01,1,0,186.0,9,25.33,0.0,705.0,709.0,12.0,0.0,0.0,38639.0,75.5,24.0,0,0,Sep-1982,0.0,1.0,0.0,3.0,5.0,5.0,3.0,5.0,7.0,8.0,13.0,5.0,12.0,0.0,0.0,0.0,2.0
185,24000.0,3,15.59,838.92,C,C5,358134.0,10+ years,0,70000.0,2,2016-08-01,1,0,230.0,2,17.4,0.0,680.0,684.0,10.0,0.0,0.0,8753.0,26.8,13.0,0,0,Dec-2006,0.0,1.0,0.0,4.0,7.0,7.0,4.0,4.0,4.0,8.0,8.0,7.0,10.0,0.0,0.0,0.0,6.0
186,15000.0,3,12.49,501.74,B,B5,1086.0,< 1 year,1,53000.0,0,2014-06-01,0,0,66.0,14,23.37,0.0,675.0,679.0,21.0,0.0,0.0,18363.0,64.6,33.0,0,0,Aug-2004,0.0,1.0,0.0,5.0,6.0,6.0,6.0,8.0,17.0,12.0,16.0,6.0,21.0,0.0,0.0,0.0,3.0
187,12000.0,5,14.46,282.09,C,C4,4026.0,10+ years,0,53000.0,1,2016-02-01,1,4,81.0,15,19.86,0.0,660.0,664.0,7.0,0.0,0.0,12334.0,87.5,8.0,0,0,Jan-2012,4.0,1.0,0.0,4.0,5.0,5.0,4.0,4.0,2.0,6.0,6.0,5.0,7.0,0.0,0.0,0.0,1.0
188,20000.0,5,23.13,565.31,F,F1,955.0,1 year,0,76000.0,0,2016-03-01,0,2,153.0,11,26.97,0.0,680.0,684.0,13.0,0.0,0.0,14330.0,48.1,33.0,0,0,Aug-2004,5.0,1.0,1.0,5.0,6.0,6.0,5.0,12.0,16.0,9.0,16.0,6.0,13.0,0.0,0.0,0.0,7.0
189,20000.0,3,11.99,664.2,C,C1,62.0,10+ years,0,80000.0,0,2016-01-01,0,0,416.0,19,26.5,3.0,670.0,674.0,9.0,0.0,0.0,12607.0,97.0,57.0,0,0,Oct-1998,0.0,1.0,0.0,3.0,7.0,7.0,3.0,32.0,7.0,7.0,42.0,7.0,9.0,0.0,0.0,1.0,1.0
190,25000.0,5,19.99,662.21,E,E4,52441.0,10+ years,2,89000.0,2,2015-09-01,0,0,131.0,6,15.76,0.0,670.0,674.0,17.0,0.0,0.0,25341.0,86.2,44.0,1,0,Apr-1999,0.0,1.0,0.0,7.0,11.0,11.0,8.0,17.0,14.0,14.0,25.0,11.0,17.0,0.0,0.0,0.0,0.0
191,30000.0,5,12.99,682.44,C,C1,5872.0,2 years,1,117312.0,2,2014-10-01,0,0,111.0,8,17.56,0.0,690.0,694.0,9.0,0.0,0.0,37156.0,86.6,26.0,0,0,Aug-1995,0.0,1.0,2.0,4.0,5.0,5.0,5.0,6.0,12.0,7.0,10.0,5.0,9.0,0.0,0.0,0.0,1.0
192,5000.0,3,7.49,155.51,A,A4,225927.0,5 years,1,58000.0,2,2011-08-01,0,4,56.0,8,14.46,0.0,745.0,749.0,9.0,0.0,0.0,4948.0,90.0,21.0,1,0,Aug-2002,5285.0,1.0,,,,,,,,,,,,,,,
193,4950.0,3,18.85,181.08,D,D3,270586.0,< 1 year,1,18000.0,1,2013-09-01,0,4,43.0,19,21.33,0.0,665.0,669.0,9.0,1.0,1.0,6950.0,59.9,12.0,1,0,Dec-1992,769.0,1.0,0.0,4.0,9.0,9.0,4.0,6.0,1.0,9.0,11.0,9.0,9.0,0.0,0.0,0.0,4.0
194,6000.0,3,7.26,185.98,A,A4,14103.0,4 years,1,84000.0,1,2015-08-01,0,4,185.0,3,9.15,0.0,680.0,684.0,3.0,0.0,0.0,6399.0,33.2,9.0,0,0,Apr-2000,4.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0
195,35000.0,3,14.09,1197.75,B,B5,307505.0,10+ years,1,83000.0,2,2013-04-01,0,0,100.0,4,15.4,0.0,710.0,714.0,4.0,0.0,0.0,41321.0,81.8,12.0,1,0,Aug-1985,26442.0,1.0,0.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0
196,5225.0,3,14.46,179.75,C,C4,54.0,,1,50000.0,1,2016-05-01,0,4,302.0,30,23.67,13.0,670.0,674.0,13.0,1.0,1.0,8188.0,65.0,51.0,1,0,Nov-1989,4.0,1.0,0.0,3.0,11.0,11.0,15.0,20.0,7.0,11.0,44.0,7.0,13.0,,0.0,13.0,9.0
197,7000.0,3,11.44,230.64,B,B4,54.0,,2,86000.0,1,2017-01-01,0,4,342.0,21,2.41,0.0,695.0,699.0,6.0,0.0,0.0,7707.0,64.2,10.0,1,0,Apr-2005,4.0,1.0,0.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,7.0,5.0,6.0,0.0,0.0,0.0,4.0
198,12950.0,3,6.62,397.62,A,A2,1915.0,8 years,0,128000.0,0,2014-05-01,0,4,146.0,23,11.27,0.0,685.0,689.0,7.0,0.0,0.0,16281.0,72.0,10.0,0,0,Nov-1990,4.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0
199,15000.0,5,19.99,397.33,E,E1,133649.0,10+ years,2,40000.0,0,2016-04-01,1,4,27.0,12,37.29,0.0,675.0,679.0,14.0,0.0,0.0,19245.0,72.1,23.0,0,0,Nov-1997,4.0,1.0,0.0,5.0,10.0,10.0,5.0,6.0,7.0,11.0,16.0,10.0,14.0,0.0,0.0,0.0,2.0
200,24000.0,3,9.17,765.1,B,B2,1301.0,5 years,0,115000.0,0,2015-10-01,0,0,377.0,11,24.45,0.0,725.0,729.0,9.0,0.0,0.0,23184.0,91.3,25.0,0,0,Jan-2002,0.0,1.0,0.0,1.0,4.0,4.0,1.0,3.0,6.0,4.0,14.0,4.0,9.0,0.0,0.0,0.0,2.0
201,4000.0,3,13.99,136.7,C,C3,4220.0,2 years,1,30000.0,2,2016-11-01,0,0,43.0,19,24.08,0.0,680.0,684.0,14.0,0.0,0.0,10740.0,47.3,22.0,0,0,Oct-2005,0.0,1.0,0.0,7.0,9.0,9.0,9.0,13.0,6.0,12.0,16.0,9.0,14.0,0.0,0.0,0.0,3.0
202,5000.0,3,10.99,163.67,B,B3,515.0,10+ years,1,42000.0,1,2014-10-01,0,0,304.0,8,31.08,0.0,690.0,694.0,10.0,0.0,0.0,12788.0,58.1,27.0,1,0,Apr-2000,0.0,1.0,0.0,3.0,3.0,3.0,3.0,6.0,12.0,6.0,12.0,3.0,10.0,0.0,0.0,0.0,2.0
203,13000.0,3,11.49,428.63,B,B5,34.0,4 years,0,41800.0,0,2017-01-01,0,0,245.0,26,28.4,0.0,680.0,684.0,4.0,0.0,0.0,1953.0,47.6,19.0,0,0,Oct-1994,0.0,1.0,6.0,1.0,2.0,2.0,1.0,7.0,4.0,2.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0
204,32000.0,3,9.99,1032.4,B,B3,62.0,8 years,1,127488.0,2,2015-10-01,0,4,203.0,30,21.21,0.0,670.0,674.0,17.0,0.0,0.0,57322.0,84.4,29.0,1,0,Dec-1983,4.0,1.0,0.0,8.0,12.0,12.0,8.0,13.0,8.0,15.0,20.0,12.0,17.0,0.0,0.0,0.0,1.0
205,25000.0,5,15.31,598.83,C,C3,348963.0,2 years,0,70000.0,1,2012-03-01,1,0,484.0,21,14.04,2.0,735.0,739.0,7.0,0.0,0.0,1385.0,0.0,25.0,1,0,Nov-1990,60093.0,1.0,,,,,,,,,,,,,,,
206,5250.0,3,17.57,188.67,D,D4,58339.0,10+ years,1,48800.0,2,2015-08-01,0,0,62.0,13,30.05,0.0,660.0,664.0,7.0,0.0,0.0,3277.0,52.9,10.0,1,0,Jul-1998,0.0,1.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,5.0,7.0,0.0,0.0,0.0,1.0
207,5100.0,3,9.93,164.4,B,B2,140264.0,4 years,2,48000.0,2,2017-06-01,1,8,601.0,44,16.98,2.0,725.0,729.0,10.0,0.0,0.0,4035.0,26.2,30.0,0,0,Apr-1994,9.0,1.0,1.0,4.0,4.0,4.0,7.0,9.0,12.0,7.0,14.0,4.0,9.0,1.0,0.0,1.0,2.0
208,9875.0,3,12.74,331.5,C,C1,38.0,10+ years,0,65000.0,1,2016-10-01,1,2,56.0,8,34.6,0.0,720.0,724.0,10.0,0.0,0.0,20725.0,37.1,23.0,0,0,Mar-2001,5.0,1.0,1.0,2.0,2.0,2.0,5.0,8.0,7.0,7.0,13.0,2.0,10.0,0.0,0.0,0.0,0.0
209,2500.0,3,7.24,77.47,A,A3,254906.0,10+ years,0,50000.0,0,2017-01-01,0,0,66.0,14,8.04,0.0,760.0,764.0,10.0,0.0,0.0,16414.0,62.2,21.0,0,0,Feb-2001,0.0,1.0,0.0,3.0,5.0,5.0,4.0,6.0,3.0,9.0,16.0,5.0,10.0,0.0,0.0,0.0,1.0
210,15750.0,3,19.99,585.25,D,D4,124219.0,3 years,1,37500.0,1,2016-06-01,1,0,401.0,24,19.97,0.0,710.0,714.0,13.0,0.0,0.0,2741.0,19.6,44.0,1,0,Jul-2006,0.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,30.0,9.0,14.0,4.0,13.0,0.0,0.0,0.0,5.0
211,10300.0,3,13.59,349.99,C,C2,2328.0,2 years,1,38646.0,2,2017-11-01,0,0,141.0,13,23.51,0.0,670.0,674.0,11.0,0.0,0.0,5335.0,27.9,20.0,0,0,Sep-2006,0.0,1.0,1.0,3.0,6.0,6.0,3.0,5.0,4.0,8.0,16.0,6.0,11.0,0.0,0.0,0.0,1.0
212,14650.0,3,15.99,514.98,C,C5,144270.0,1 year,0,100000.0,1,2017-05-01,0,0,424.0,24,29.46,0.0,680.0,684.0,21.0,0.0,0.0,47751.0,74.6,57.0,1,0,Mar-1999,0.0,1.0,1.0,9.0,10.0,10.0,10.0,11.0,33.0,16.0,21.0,10.0,21.0,0.0,0.0,0.0,0.0
213,27150.0,3,12.99,914.67,B,B4,1525.0,7 years,2,76000.0,1,2013-10-01,0,4,39.0,24,31.39,0.0,725.0,729.0,6.0,0.0,0.0,39655.0,82.5,14.0,1,0,Nov-1991,29304.0,1.0,0.0,2.0,4.0,4.0,3.0,7.0,2.0,5.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0
214,8000.0,3,11.47,263.7,B,B5,149516.0,1 year,1,30000.0,1,2016-03-01,1,0,127.0,13,15.51,0.0,695.0,699.0,13.0,0.0,0.0,11275.0,86.7,31.0,0,0,Dec-2001,0.0,1.0,0.0,4.0,4.0,4.0,4.0,6.0,17.0,8.0,14.0,4.0,13.0,0.0,0.0,0.0,0.0
215,5825.0,3,8.9,184.97,A,A5,336347.0,4 years,0,21000.0,0,2012-09-01,0,0,228.0,24,12.69,0.0,710.0,714.0,11.0,1.0,1.0,6453.0,33.6,24.0,1,0,Jun-1981,70.0,1.0,0.0,3.0,5.0,5.0,5.0,8.0,1.0,10.0,19.0,5.0,11.0,0.0,0.0,0.0,4.0
216,4200.0,3,8.99,133.54,B,B1,5450.0,4 years,0,40000.0,1,2016-10-01,0,9,696.0,15,32.31,0.0,675.0,679.0,11.0,0.0,0.0,17515.0,37.5,51.0,0,0,Nov-2003,10.0,1.0,0.0,5.0,6.0,6.0,5.0,9.0,39.0,7.0,12.0,6.0,11.0,0.0,0.0,0.0,3.0
217,24000.0,5,20.5,642.55,E,E4,78868.0,10+ years,0,78000.0,1,2016-01-01,0,0,76.0,26,29.85,0.0,675.0,679.0,18.0,1.0,0.0,24762.0,69.4,38.0,0,0,Feb-2001,0.0,1.0,0.0,6.0,10.0,10.0,7.0,12.0,14.0,13.0,21.0,10.0,18.0,0.0,0.0,0.0,2.0
218,14025.0,5,21.99,387.28,F,F1,57931.0,3 years,1,39000.0,1,2015-08-01,1,5,48.0,10,25.75,0.0,715.0,719.0,10.0,0.0,0.0,8761.0,47.1,16.0,1,0,Sep-2009,6.0,1.0,0.0,3.0,4.0,4.0,3.0,3.0,10.0,5.0,5.0,4.0,10.0,0.0,0.0,0.0,1.0
219,13600.0,3,7.9,425.55,A,A4,303978.0,5 years,0,58000.0,1,2012-09-01,0,0,299.0,0,14.05,0.0,735.0,739.0,14.0,0.0,0.0,11124.0,41.5,20.0,1,0,Oct-1993,1061.0,1.0,0.0,3.0,7.0,7.0,5.0,9.0,2.0,12.0,17.0,7.0,14.0,0.0,0.0,0.0,3.0
220,15000.0,5,11.47,329.67,B,B5,129216.0,10+ years,0,90000.0,1,2016-05-01,0,0,19.0,14,8.73,0.0,670.0,674.0,9.0,1.0,1.0,7097.0,37.7,27.0,1,0,May-2006,0.0,1.0,0.0,3.0,5.0,5.0,3.0,5.0,10.0,7.0,12.0,5.0,9.0,0.0,0.0,0.0,4.0
221,11000.0,3,6.72,338.25,A,A3,113806.0,4 years,1,80000.0,1,2018-01-01,0,0,25.0,13,6.72,0.0,680.0,684.0,15.0,1.0,1.0,7933.0,15.5,22.0,0,0,Sep-2005,0.0,1.0,0.0,4.0,5.0,5.0,4.0,8.0,4.0,12.0,18.0,5.0,15.0,0.0,0.0,0.0,3.0
222,5500.0,3,14.16,188.41,C,C2,788.0,5 years,1,30082.88,1,2014-04-01,0,0,512.0,21,13.89,0.0,670.0,674.0,10.0,1.0,1.0,5506.0,59.2,28.0,1,0,Jun-1987,0.0,1.0,4.0,10.0,10.0,10.0,10.0,15.0,4.0,10.0,24.0,10.0,10.0,0.0,0.0,0.0,1.0
223,10000.0,3,15.61,349.65,D,D1,2174.0,5 years,0,100000.0,0,2015-07-01,0,0,275.0,8,18.79,0.0,660.0,664.0,15.0,1.0,1.0,14230.0,78.0,35.0,0,0,Oct-1994,0.0,1.0,0.0,6.0,13.0,13.0,9.0,11.0,3.0,13.0,27.0,13.0,15.0,,0.0,0.0,5.0
224,20875.0,5,21.67,572.64,E,E5,3267.0,4 years,0,58000.0,1,2015-03-01,1,0,197.0,4,13.64,0.0,705.0,709.0,12.0,0.0,0.0,24410.0,52.2,36.0,1,0,Mar-1988,0.0,1.0,0.0,2.0,4.0,4.0,5.0,14.0,5.0,10.0,27.0,4.0,12.0,0.0,0.0,0.0,2.0
225,8000.0,3,10.99,261.88,B,B4,54.0,,2,32000.0,2,2015-10-01,0,8,275.0,8,29.03,0.0,705.0,709.0,8.0,0.0,0.0,24373.0,57.1,9.0,1,0,Jan-1994,9.0,1.0,0.0,6.0,6.0,6.0,7.0,7.0,1.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,1.0
226,21600.0,3,8.39,680.76,A,A5,11730.0,10+ years,0,67000.0,2,2014-08-01,0,4,83.0,15,4.53,0.0,715.0,719.0,11.0,0.0,0.0,7660.0,75.1,21.0,0,0,Nov-1988,4.0,1.0,0.0,4.0,4.0,4.0,9.0,13.0,2.0,11.0,17.0,4.0,11.0,0.0,0.0,0.0,1.0
227,5600.0,3,13.33,189.58,C,C3,97.0,< 1 year,1,31000.0,1,2015-06-01,0,4,505.0,10,14.48,0.0,670.0,674.0,4.0,0.0,0.0,5019.0,77.2,9.0,1,0,Dec-2011,4.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,2.0
228,30000.0,5,23.99,862.87,F,F3,39319.0,6 years,0,130000.0,2,2015-10-01,0,4,390.0,13,19.02,3.0,670.0,674.0,16.0,0.0,0.0,22988.0,79.5,38.0,1,0,Jul-1998,4.0,1.0,1.0,4.0,6.0,6.0,5.0,14.0,9.0,11.0,23.0,6.0,16.0,0.0,0.0,1.0,2.0
229,10000.0,3,13.33,338.54,C,C3,3458.0,2 years,0,44000.0,2,2015-10-01,0,0,282.0,7,33.66,0.0,665.0,669.0,13.0,1.0,1.0,4243.0,43.7,24.0,1,0,Aug-2003,0.0,1.0,0.0,4.0,7.0,7.0,5.0,10.0,6.0,9.0,17.0,7.0,13.0,0.0,0.0,0.0,3.0
230,9000.0,3,17.14,321.51,D,D4,101564.0,7 years,1,40000.0,1,2015-02-01,1,0,403.0,38,29.85,0.0,660.0,664.0,3.0,0.0,0.0,17633.0,98.0,8.0,1,0,May-2006,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0
231,20000.0,3,6.97,617.27,A,A3,9646.0,10+ years,0,83500.0,0,2016-03-01,0,5,258.0,8,18.74,0.0,750.0,754.0,8.0,0.0,0.0,11846.0,50.2,20.0,0,0,Nov-1995,6.0,1.0,0.0,3.0,3.0,3.0,3.0,4.0,8.0,4.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0
232,35000.0,3,20.49,1309.49,E,E1,330884.0,4 years,1,100000.0,1,2012-11-01,0,0,277.0,8,19.24,1.0,675.0,679.0,13.0,0.0,0.0,16400.0,72.6,18.0,1,0,Nov-1997,148.0,1.0,0.0,4.0,7.0,7.0,4.0,5.0,3.0,11.0,14.0,7.0,13.0,0.0,0.0,0.0,3.0
233,8000.0,3,7.97,250.59,A,A5,80.0,2 years,1,85000.0,1,2017-05-01,0,10,729.0,14,20.84,0.0,750.0,754.0,14.0,0.0,0.0,10884.0,21.1,38.0,0,0,Jan-2005,11.0,1.0,0.0,2.0,4.0,4.0,4.0,9.0,14.0,11.0,24.0,4.0,14.0,0.0,0.0,0.0,5.0
